arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
mobilenet_v2,1,cpu,17.829749999691558,17.561929999101267,20.019110000612265,0.0
mobilenet_v2,2,cpu,24.697849999938626,24.468355000772135,25.338675000512012,0.0
mobilenet_v2,4,cpu,35.22925000015675,34.89836500120873,37.20569000024625,0.0
