class,precision,recall,f1,support
CNV,0.9649822695035462,0.9701426024955436,0.9675555555555555,2244
DME,0.9736434108527132,0.9035971223021583,0.937313432835821,695
DRUSEN,0.8725099601593626,0.8279773156899811,0.8496605237633366,529
NORMAL,0.9522658610271904,0.9911949685534591,0.9713405238828968,1590
