class,precision,recall,f1,support
CNV,0.9591029023746702,0.9719251336898396,0.9654714475431607,2244
DME,0.9734375,0.8964028776978418,0.9333333333333332,695
DRUSEN,0.8768267223382046,0.7939508506616257,0.8333333333333333,529
NORMAL,0.9477477477477477,0.9924528301886792,0.9695852534562212,1590
