class,precision,recall,f1,support
CNV,0.9535398230088495,0.9603386809269162,0.9569271758436945,2244
DME,0.9585326953748007,0.8647482014388489,0.9092284417549168,695
DRUSEN,0.832271762208068,0.7410207939508506,0.784,529
NORMAL,0.9252941176470588,0.9893081761006289,0.9562310030395136,1590
