class,precision,recall,f1,support
CNV,0.9609409675987572,0.964795008912656,0.9628641316433177,2244
DME,0.9599383667180277,0.8964028776978418,0.9270833333333334,695
DRUSEN,0.8539553752535497,0.7958412098298677,0.8238747553816047,529
NORMAL,0.9452796151533374,0.9886792452830189,0.9664924684906241,1590
