class,precision,recall,f1,support
CNV,0.9590308370044053,0.9701426024955436,0.9645547186530793,2244
DME,0.9688473520249221,0.8949640287769784,0.9304412864622288,695
DRUSEN,0.8690228690228691,0.7901701323251418,0.8277227722772278,529
NORMAL,0.9459459459459459,0.9905660377358491,0.967741935483871,1590
