class,precision,recall,f1,support
CNV,0.9632418069087688,0.9692513368983957,0.9662372278987118,2244
DME,0.9705426356589147,0.9007194244604316,0.9343283582089552,695
DRUSEN,0.8694779116465864,0.8185255198487713,0.8432327166504382,529
NORMAL,0.9517199758599879,0.9918238993710692,0.971358176778565,1590
