class,precision,recall,f1,support
CNV,0.9568888888888889,0.9594474153297683,0.9581664441477526,2244
DME,0.9547581903276131,0.8805755395683453,0.9161676646706587,695
DRUSEN,0.8443496801705757,0.7485822306238186,0.7935871743486973,529
NORMAL,0.928150765606596,0.9911949685534591,0.9586374695863746,1590
