class,precision,recall,f1,support
CNV,0.9534883720930233,0.9683600713012478,0.9608666814061464,2244
DME,0.958204334365325,0.8906474820143885,0.9231916480238628,695
DRUSEN,0.868421052631579,0.7485822306238186,0.8040609137055837,529
NORMAL,0.9385807990459153,0.989937106918239,0.9635751453933272,1590
