class,precision,recall,f1,support
CNV,0.9557211749232792,0.9714795008912656,0.96353591160221,2244
DME,0.964451313755796,0.897841726618705,0.9299552906110283,695
DRUSEN,0.8797327394209354,0.7466918714555766,0.8077709611451943,529
NORMAL,0.9369422962522308,0.9905660377358491,0.9630082543564659,1590
