class,precision,recall,f1,support
CNV,0.9524444444444444,0.9549910873440285,0.9537160658655987,2244
DME,0.9502407704654896,0.8517985611510791,0.8983308042488619,695
DRUSEN,0.8112033195020747,0.7391304347826086,0.7734915924826904,529
NORMAL,0.92190252495596,0.9874213836477987,0.9535378074703917,1590
