arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
resnet50,1,cpu,52.634450000368815,51.5666849986701,56.16138999903342,0.0
resnet50,2,cpu,75.74639999984356,74.08572000067579,79.27045000024009,0.0
resnet50,4,cpu,119.05234999994718,116.94852499967965,122.2544200001721,0.0
