class,precision,recall,f1,support
CNV,0.982979302832244,0.965752508361204,0.9742897631419124,7475
DME,0.9585514834205934,0.9477998274374461,0.9531453362255965,2318
DRUSEN,0.8840419657647709,0.9101762364980103,0.8969187675070028,1759
NORMAL,0.9715025906735751,0.9907529722589168,0.9810333551340745,5299
