class,precision,recall,f1,support
CNV,0.9775310953591012,0.9777926421404682,0.9776618512573569,7475
DME,0.962979094076655,0.953839516824849,0.9583875162548764,2318
DRUSEN,0.9239520958083832,0.8772029562251279,0.8999708369787109,1759
NORMAL,0.9713387573964497,0.9913191168144933,0.9812272345194734,5299
