class,precision,recall,f1,support
CNV,0.9814789408698038,0.957056856187291,0.9691140612300189,7475
DME,0.9500868055555556,0.9443485763589301,0.9472090004327132,2318
DRUSEN,0.86353591160221,0.8885730528709495,0.8758755954048755,1759
NORMAL,0.9643906020558003,0.9915078316663521,0.977761235693682,5299
