class,precision,recall,f1,support
CNV,0.9821597513177457,0.9721739130434782,0.9771413204249025,7475
DME,0.9654418197725284,0.952113891285591,0.9587315377932232,2318
DRUSEN,0.8862012094557449,0.9164297896532121,0.9010620458356624,1759
NORMAL,0.9779315504020947,0.9867899603698811,0.9823407852714635,5299
