class,precision,recall,f1,support
CNV,0.9811243889190657,0.9665551839464883,0.973785295505088,7475
DME,0.9616571176729837,0.9413287316652287,0.9513843470678003,2318
DRUSEN,0.8745247148288974,0.9152927799886299,0.8944444444444446,1759
NORMAL,0.9734052445601636,0.9877335346291753,0.9805170475833646,5299
