class,precision,recall,f1,support
CNV,0.9821650767316467,0.9503678929765886,0.9660048952950776,7475
DME,0.9491746307558645,0.9426229508196722,0.9458874458874459,2318
DRUSEN,0.8425281199785752,0.8942581011938602,0.8676227247655819,1759
NORMAL,0.963479537529822,0.9907529722589168,0.9769259397097134,5299
