class,precision,recall,f1,support
CNV,0.9625668449197861,0.9391304347826087,0.9507042253521126,7475
DME,0.9268402154398564,0.8908541846419327,0.9084909810822702,2318
DRUSEN,0.7894444444444444,0.8078453666856168,0.7985389154256813,1759
NORMAL,0.9428571428571428,0.9839592375919984,0.9629698033059377,5299
