class,precision,recall,f1,support
CNV,0.9751467977604806,0.9553177257525084,0.9651304230301391,7475
DME,0.953941541186891,0.9292493528904228,0.9414335664335663,2318
DRUSEN,0.848568281938326,0.8760659465605458,0.8620979020979022,1759
NORMAL,0.9622295562889622,0.9903755425551991,0.9760996931088998,5299
