class,precision,recall,f1,support
CNV,0.9844694887300715,0.9582608695652174,0.9711883940071859,7475
DME,0.9528342708784077,0.9499568593615185,0.9513933895009722,2318
DRUSEN,0.8575225943646996,0.9169982944855031,0.8862637362637362,1759
NORMAL,0.972877577558982,0.9882996791847518,0.9805279910129189,5299
