epoch,train_loss,val_acc,val_loss,secs,alpha,tau,beta
0,4.432435882653551,0.59375,1.2748654569898332,43.019641637802124,0.6,4.0,1500.0
1,3.008889902081738,0.6517857142857143,1.073190144130162,41.29633569717407,0.6,4.0,1500.0
2,2.6060017702893052,0.6919642857142857,0.9837557247706822,40.62712860107422,0.6,4.0,1500.0
3,2.345317140110669,0.6830357142857143,0.9256813185555595,40.28082036972046,0.6,4.0,1500.0
4,2.1909376927699995,0.7232142857142857,0.8674769571849278,40.890657901763916,0.6,4.0,1500.0
5,2.046973892358633,0.7142857142857143,0.8496340428079877,41.31408405303955,0.6,4.0,1500.0
6,1.9277016856238505,0.7366071428571429,0.8114447167941502,40.684303760528564,0.6,4.0,1500.0
7,1.8321392285320954,0.7366071428571429,0.8130664655140468,43.451088428497314,0.6,4.0,1500.0
8,1.768029396587211,0.7366071428571429,0.7566637907709394,44.79960918426514,0.6,4.0,1500.0
9,1.701934298333104,0.7053571428571429,0.7860498939241681,49.57236385345459,0.6,4.0,1500.0
10,1.6034460788329246,0.7321428571428571,0.7518445934568133,51.500049114227295,0.6,4.0,1500.0
11,1.5421363272087154,0.7098214285714286,0.8356672184807914,52.039323806762695,0.6,4.0,1500.0
12,1.5013339999887547,0.7321428571428571,0.7614746604646955,40.93421387672424,0.6,4.0,1500.0
13,1.4421446322211557,0.7321428571428571,0.7729236568723407,40.91444492340088,0.6,4.0,1500.0
14,1.4051897942871965,0.7098214285714286,0.7845799667494637,40.12142276763916,0.6,4.0,1500.0
15,1.358006584851381,0.7232142857142857,0.7087831156594413,40.990198850631714,0.6,4.0,1500.0
16,1.336038394778893,0.7321428571428571,0.7299473285675049,40.24529576301575,0.6,4.0,1500.0
17,1.2911895220687903,0.75,0.706077013696943,40.47581124305725,0.6,4.0,1500.0
18,1.251368476971799,0.7232142857142857,0.7287691235542297,40.902854204177856,0.6,4.0,1500.0
19,1.2040272393830065,0.75,0.6988933937890189,41.043838024139404,0.6,4.0,1500.0
20,1.1734328151636622,0.7455357142857143,0.7067938702447074,40.67353701591492,0.6,4.0,1500.0
21,1.163586349759445,0.71875,0.7372403229985919,40.89230680465698,0.6,4.0,1500.0
22,1.1282357550732256,0.7321428571428571,0.6856338211468288,40.69832634925842,0.6,4.0,1500.0
23,1.1007593625828291,0.7410714285714286,0.7411806753703526,41.00912547111511,0.6,4.0,1500.0
24,1.0774434184909754,0.7410714285714286,0.7537493194852557,41.13124394416809,0.6,4.0,1500.0
25,1.0500133203217765,0.7232142857142857,0.7320730515888759,40.46055316925049,0.6,4.0,1500.0
26,1.0452016048336739,0.7410714285714286,0.7429567916052682,40.79105734825134,0.6,4.0,1500.0
27,1.010485949173163,0.7321428571428571,0.7750212975910732,40.79936194419861,0.6,4.0,1500.0
28,1.0046017278216908,0.7232142857142857,0.7582336153302874,40.553330183029175,0.6,4.0,1500.0
29,0.9874104784972615,0.7544642857142857,0.7136548331805638,40.754993200302124,0.6,4.0,1500.0
