model,params_M,FLOPs_G,latency_ms_gpu_mean,latency_ms_cpu_mean,ram_rss_MB,gpu_peak_MB
resnet50,23.522375,8.263417856,8.540380001068115,101.88964605331421,2087.92578125,424.93359375
resnet18,11.180103,1.823525376,2.758622169494629,49.47383403778076,2090.4765625,376.92724609375
mobilenet_v2,2.232839,0.32621568,2.7896523475646973,13.267028331756592,2009.359375,335.94775390625
efficientnet_b0,4.016515,0.413873984,5.286169052124023,30.118823051452637,2020.2421875,342.54638671875
