epoch,train_loss,val_acc,val_loss,secs,alpha,tau,beta
0,3.7888325798698568,0.33266733266733267,1.4068493152355457,88.04737615585327,0.6,6.0,250.0
1,2.870481671348278,0.35364635364635366,1.3324362214628633,58.669901847839355,0.6,6.0,250.0
2,2.638064456360146,0.3806193806193806,1.3473512590467394,58.9044303894043,0.6,6.0,250.0
3,2.526030536793098,0.36863136863136864,1.240756441663195,59.06729578971863,0.6,6.0,250.0
4,2.4126871507620167,0.3596403596403596,1.4331306320327621,61.07730412483215,0.6,6.0,250.0
5,2.345653967442424,0.3386613386613387,1.5024947700919686,70.462726354599,0.6,6.0,250.0
6,2.3126215593280874,0.3146853146853147,1.7089871607579432,93.53717613220215,0.6,6.0,250.0
7,2.241481526670034,0.4065934065934066,1.3591785030765133,88.70998358726501,0.6,6.0,250.0
8,2.222270055640271,0.3646353646353646,1.426946866762388,88.19568252563477,0.6,6.0,250.0
9,2.183607422982405,0.3696303696303696,1.2616505198902659,86.86972522735596,0.6,6.0,250.0
10,2.1520552314127053,0.35664335664335667,1.398885416341471,92.38901925086975,0.6,6.0,250.0
11,2.144286968024413,0.4255744255744256,1.2958459082421485,88.89734506607056,0.6,6.0,250.0
12,2.1198185380617325,0.4025974025974026,1.3130828712608194,88.65686798095703,0.6,6.0,250.0
13,2.10331743627404,0.3706293706293706,1.4089985446377353,76.73434948921204,0.6,6.0,250.0
14,2.1062782149512147,0.4275724275724276,1.2834899151599133,79.09051847457886,0.6,6.0,250.0
15,2.092417145795727,0.38961038961038963,1.4359401260818039,82.73604488372803,0.6,6.0,250.0
16,2.0616111374445545,0.3946053946053946,1.3630649517108868,79.27201271057129,0.6,6.0,250.0
17,2.074040021773922,0.38961038961038963,1.2792904784272123,81.36081051826477,0.6,6.0,250.0
18,2.0387209708612417,0.36363636363636365,1.5346938370467422,80.37732076644897,0.6,6.0,250.0
19,2.0351593671953796,0.38961038961038963,1.4548931178989468,78.76898121833801,0.6,6.0,250.0
20,2.0228363051053972,0.4165834165834166,1.246848377909932,78.76799583435059,0.6,6.0,250.0
21,2.0219698094437364,0.4325674325674326,1.2219292872197383,74.49956798553467,0.6,6.0,250.0
22,2.011280861186573,0.34765234765234765,1.5231271071152968,71.53759479522705,0.6,6.0,250.0
23,2.006764169222278,0.3886113886113886,1.3579979247742004,83.41351103782654,0.6,6.0,250.0
24,1.985650282919662,0.34565434565434566,1.4348045524421866,82.70198678970337,0.6,6.0,250.0
25,1.9876163109903158,0.36663336663336665,1.4681569365235594,83.20220565795898,0.6,6.0,250.0
26,1.9984977537827213,0.43456543456543456,1.1647193539035428,84.19639372825623,0.6,6.0,250.0
27,1.981235667472219,0.42357642357642356,1.2499199885350245,81.32273292541504,0.6,6.0,250.0
28,1.9703909985859283,0.37462537462537465,1.3228754963908163,82.60919904708862,0.6,6.0,250.0
29,1.9685209170897915,0.3706293706293706,1.3806354549381283,80.79633808135986,0.6,6.0,250.0
