model,accuracy_mean,accuracy_lo,accuracy_hi,macro_f1_mean,macro_f1_lo,macro_f1_hi
runs_ham10000_resnet50,0.8931602596105841,0.8796804792810784,0.9071392910634049,0.8340750054468634,0.8041329541329876,0.8605454187329692
