epoch,train_loss,val_acc,val_loss,secs,alpha,tau,beta
0,0.8849321693795188,0.9291876347951115,0.230446665729232,398.72645115852356,0.6,6.0,250.0
1,0.6242105789055616,0.9390127006949437,0.19161431881668983,358.97747564315796,0.6,6.0,250.0
2,0.5626461627862931,0.9481188593338126,0.15652158914239692,357.08668518066406,0.6,6.0,250.0
3,0.5333052806500894,0.9489575844716032,0.15752660668984667,404.9036793708801,0.6,6.0,250.0
4,0.5117387159742214,0.9511143062544932,0.1568342947771359,445.0573124885559,0.6,6.0,250.0
5,0.49701409022724113,0.9566259285885454,0.13373618738102222,430.33200454711914,0.6,6.0,250.0
6,0.48311935605124245,0.9550682961897915,0.14630273787946174,430.9149532318115,0.6,6.0,250.0
7,0.4750021606641688,0.9545890246824826,0.1465466319871926,428.4195055961609,0.6,6.0,250.0
8,0.4647145898427996,0.9568655643421998,0.14770395699205544,473.8706376552582,0.6,6.0,250.0
9,0.45943568117043787,0.9566259285885454,0.14180470639900025,488.0752236843109,0.6,6.0,250.0
10,0.45202893308900327,0.9566259285885454,0.13907528866288646,434.02977752685547,0.6,6.0,250.0
11,0.4439122374201383,0.955307931943446,0.14280105685547848,429.39632630348206,0.6,6.0,250.0
12,0.436376995600429,0.9525521207764198,0.15029698213227155,436.0190291404724,0.6,6.0,250.0
13,0.4340237841962413,0.956386292834891,0.13941300262400438,424.6704566478729,0.6,6.0,250.0
14,0.43366762843174284,0.9592619218787443,0.1355026825109089,347.64695024490356,0.6,6.0,250.0
15,0.42830217569045514,0.9586628324946082,0.13564565555671693,349.07029366493225,0.6,6.0,250.0
16,0.4265736261927427,0.9586628324946082,0.13243151180983562,352.84105682373047,0.6,6.0,250.0
17,0.4184736792910308,0.9579439252336449,0.14704961835866692,348.90519309043884,0.6,6.0,250.0
18,0.4151902250195334,0.9577042894799904,0.14202466452118878,349.82378029823303,0.6,6.0,250.0
19,0.4138904418235559,0.9559070213275821,0.13892000842917146,348.2179012298584,0.6,6.0,250.0
20,0.4123082844652377,0.9530313922837287,0.16021453827198193,348.8725309371948,0.6,6.0,250.0
21,0.4104993345447502,0.9614186436616343,0.1302513316355819,348.4231700897217,0.6,6.0,250.0
22,0.40847532877812526,0.9565061107117182,0.139524766203599,349.3693587779999,0.6,6.0,250.0
23,0.4042909526314721,0.9586628324946082,0.13386579344605704,348.6299798488617,0.6,6.0,250.0
24,0.4035286031071044,0.9595015576323987,0.13838493991120954,347.8527822494507,0.6,6.0,250.0
25,0.4020821248952891,0.9635753654445243,0.12952350347470015,348.48672890663147,0.6,6.0,250.0
26,0.39935901123504713,0.9626168224299065,0.12511564665151506,351.2607777118683,0.6,6.0,250.0
27,0.39535868474554986,0.9624970045530793,0.1266956016324905,349.5608561038971,0.6,6.0,250.0
28,0.39792418561467485,0.9572250179726816,0.14355009790664378,348.2764356136322,0.6,6.0,250.0
29,0.39722678694282965,0.962856458183561,0.126990289417297,348.60293984413147,0.6,6.0,250.0
