arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
efficientnet_b0,1,cuda,17.36297607421875,13.352355098724365,19.39431495666504,33.09814453125
efficientnet_b0,2,cuda,17.319503784179688,10.79048490524292,18.788818264007567,35.779296875
efficientnet_b0,4,cuda,17.45958423614502,14.190643310546875,19.79623680114746,46.880859375
efficientnet_b0,8,cuda,17.027423858642578,14.16540298461914,20.25301103591919,69.951171875
