ts,cpu_pct,ram_used_gb,ram_total_gb,ram_pct,proc_mem_gb,proc_mem_pct,gpu_index,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2025-11-11 19:31:28,50.7,4.260303497314453,31.350486755371094,13.6,2.5640487670898438,8.178656960248185,0,0,8712.875,16384.0
2025-11-11 19:31:29,29.7,4.2682342529296875,31.350486755371094,13.6,2.564228057861328,8.17922885175623,0,0,8712.875,16384.0
2025-11-11 19:31:45,55.8,4.272613525390625,31.350486755371094,13.6,2.5642318725585938,8.179241019660656,0,97,8712.875,16384.0
2025-11-11 19:32:03,53.7,4.321800231933594,31.350486755371094,13.8,2.5643539428710938,8.179630392602304,0,0,8712.875,16384.0
2025-11-11 19:32:05,30.0,4.3140106201171875,31.350486755371094,13.8,2.564411163330078,8.1798129111687,0,0,8712.875,16384.0
2025-11-11 19:32:22,51.0,4.354530334472656,31.350486755371094,13.9,2.564411163330078,8.1798129111687,0,96,8712.875,16384.0
2025-11-11 19:32:42,49.6,4.340599060058594,31.350486755371094,13.8,2.564411163330078,8.1798129111687,0,0,8712.875,16384.0
2025-11-11 19:32:43,31.8,4.333351135253906,31.350486755371094,13.8,2.5647964477539062,8.181041869515774,0,0,8712.875,16384.0
2025-11-11 19:33:00,53.5,4.329502105712891,31.350486755371094,13.8,2.5647964477539062,8.181041869515774,0,97,8712.875,16384.0
2025-11-11 19:33:18,53.3,4.364086151123047,31.350486755371094,13.9,2.5647964477539062,8.181041869515774,0,0,8712.875,16384.0
2025-11-11 19:33:20,29.8,4.376804351806641,31.350486755371094,14.0,2.5745925903320312,8.212289048082933,0,0,8712.875,16384.0
2025-11-11 19:33:36,55.0,4.407619476318359,31.350486755371094,14.1,2.555652618408203,8.151875402605539,0,72,8712.875,16384.0
2025-11-11 19:33:54,54.0,4.427570343017578,31.350486755371094,14.1,2.555652618408203,8.151875402605539,0,0,8712.875,16384.0
2025-11-11 19:33:55,29.5,4.435859680175781,31.350486755371094,14.1,2.5556602478027344,8.151899738414391,0,0,8712.875,16384.0
2025-11-11 19:34:11,55.0,4.4240875244140625,31.350486755371094,14.1,2.5556602478027344,8.151899738414391,0,59,8712.875,16384.0
2025-11-11 19:34:29,54.5,4.443336486816406,31.350486755371094,14.2,2.5556602478027344,8.151899738414391,0,0,8712.875,16384.0
2025-11-11 19:34:30,29.8,4.447532653808594,31.350486755371094,14.2,2.5556793212890625,8.151960577936524,0,0,8712.875,16384.0
2025-11-11 19:34:47,55.5,4.439594268798828,31.350486755371094,14.2,2.5556793212890625,8.151960577936524,0,61,8712.875,16384.0
2025-11-11 19:35:05,53.9,4.459606170654297,31.350486755371094,14.2,2.5556793212890625,8.151960577936524,0,0,8712.875,16384.0
2025-11-11 19:35:07,29.6,4.461677551269531,31.350486755371094,14.2,2.5556640625,8.151911906318817,0,0,8712.875,16384.0
2025-11-11 19:35:23,54.4,4.475269317626953,31.350486755371094,14.3,2.5556640625,8.151911906318817,0,97,8712.875,16384.0
2025-11-11 19:35:43,51.4,4.494846343994141,31.350486755371094,14.3,2.5556640625,8.151911906318817,0,0,8712.875,16384.0
2025-11-11 19:35:44,29.9,4.479633331298828,31.350486755371094,14.3,2.5647659301757812,8.180944526280362,0,0,8712.875,16384.0
2025-11-11 19:36:00,53.9,4.4823150634765625,31.350486755371094,14.3,2.5647659301757812,8.180944526280362,0,39,8712.875,16384.0
2025-11-11 19:36:18,53.9,4.448329925537109,31.350486755371094,14.2,2.5647659301757812,8.180944526280362,0,0,8712.875,16384.0
2025-11-11 19:36:19,29.8,4.4420928955078125,31.350486755371094,14.2,2.5745811462402344,8.212252544369655,0,0,8712.875,16384.0
2025-11-11 19:36:36,53.4,4.451347351074219,31.350486755371094,14.2,2.5745811462402344,8.212252544369655,0,97,8712.875,16384.0
2025-11-11 19:36:55,52.5,4.469234466552734,31.350486755371094,14.3,2.5745811462402344,8.212252544369655,0,0,8712.875,16384.0
2025-11-11 19:36:56,28.9,4.4553070068359375,31.350486755371094,14.2,2.555644989013672,8.151851066796684,0,0,8712.875,16384.0
2025-11-11 19:37:13,55.0,4.480007171630859,31.350486755371094,14.3,2.555644989013672,8.151851066796684,0,68,8712.875,16384.0
2025-11-11 19:37:32,52.2,4.475666046142578,31.350486755371094,14.3,2.555644989013672,8.151851066796684,0,0,8712.875,16384.0
2025-11-11 19:37:33,29.9,4.478721618652344,31.350486755371094,14.3,2.5556373596191406,8.151826730987832,0,0,8712.875,16384.0
2025-11-11 19:37:50,55.1,4.468833923339844,31.350486755371094,14.3,2.55572509765625,8.15210659278964,0,97,8712.875,16384.0
2025-11-11 19:38:09,52.3,4.508724212646484,31.350486755371094,14.4,2.5556373596191406,8.151826730987832,0,0,8712.875,16384.0
2025-11-11 19:38:10,29.8,4.496612548828125,31.350486755371094,14.3,2.5556259155273438,8.151790227274553,0,0,8712.875,16384.0
2025-11-11 19:38:26,54.6,4.478992462158203,31.350486755371094,14.3,2.5556259155273438,8.151790227274553,0,71,8712.875,16384.0
2025-11-11 19:38:45,50.6,4.4600372314453125,31.350486755371094,14.2,2.5556259155273438,8.151790227274553,0,0,8712.875,16384.0
2025-11-11 19:38:46,29.6,4.455471038818359,31.350486755371094,14.2,2.564647674560547,8.180567321243142,0,0,8712.875,16384.0
2025-11-11 19:39:03,55.5,4.449893951416016,31.350486755371094,14.2,2.564647674560547,8.180567321243142,0,65,8712.875,16384.0
2025-11-11 19:39:21,53.2,4.462253570556641,31.350486755371094,14.2,2.564647674560547,8.180567321243142,0,0,8712.875,16384.0
