arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
resnet18,1,cuda,5.313023805618286,2.5698320508003234,7.559038209915161,80.15380859375
resnet18,2,cuda,5.2157440185546875,2.5382736206054686,7.28309597969055,81.16455078125
resnet18,4,cuda,5.080512046813965,3.6544641137123106,7.218195056915282,83.25634765625
resnet18,8,cuda,6.521343946456909,5.585459065437317,7.783401417732239,87.26806640625
