arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
resnet18,1,cpu,25.12264996767044,24.175394815392792,26.20401498861611,0.0
resnet18,2,cpu,37.29220002423972,36.04759997688234,38.879169838037335,0.0
resnet18,4,cpu,60.20434992387891,58.62649496411905,62.959384988062084,0.0
