model,score,latency_ms,params_mib,peak_cuda_mib
distilled_resnet18_ham10000,0.7545325524585199,2.156200003810227,42.68548202514648,52.87890625
distilled_mobilenetv2_ham10000,0.5410765632639023,3.27879999531433,8.648128509521484,18.4873046875
distilled_efficientnetb0_ham10000,0.6557557597068773,4.834149993257597,15.482440948486328,25.3203125
