class,precision,recall,f1,support
akiec,0.14556962025316456,0.696969696969697,0.24083769633507854,33
bcc,0.8,0.3137254901960784,0.45070422535211263,51
bkl,0.47560975609756095,0.35454545454545455,0.40625,110
df,0.0,0.0,0.0,12
mel,0.5490196078431373,0.25225225225225223,0.345679012345679,111
nv,0.8820058997050148,0.8912071535022354,0.8865826538176427,671
vasc,0.6923076923076923,0.6428571428571429,0.6666666666666666,14
