class,precision,recall,f1,support
akiec,0.10087719298245613,0.696969696969697,0.17624521072796934,33
bcc,0.5681818181818182,0.49019607843137253,0.5263157894736843,51
bkl,0.55,0.2,0.2933333333333334,110
df,0.0,0.0,0.0,12
mel,0.625,0.18018018018018017,0.2797202797202797,111
nv,0.878419452887538,0.8614008941877794,0.8698269375470278,671
vasc,0.0,0.0,0.0,14
