class,precision,recall,f1,support
akiec,0.11494252873563218,0.6060606060606061,0.1932367149758454,33
bcc,0.6363636363636364,0.5490196078431373,0.5894736842105264,51
bkl,0.4418604651162791,0.34545454545454546,0.3877551020408163,110
df,0.0,0.0,0.0,12
mel,0.5373134328358209,0.32432432432432434,0.4044943820224719,111
nv,0.8966074313408724,0.827123695976155,0.8604651162790697,671
vasc,0.75,0.6428571428571429,0.6923076923076924,14
