class,precision,recall,f1,support
akiec,0.1411042944785276,0.696969696969697,0.2346938775510204,33
bcc,0.6285714285714286,0.43137254901960786,0.5116279069767442,51
bkl,0.5344827586206896,0.2818181818181818,0.369047619047619,110
df,1.0,0.08333333333333333,0.15384615384615385,12
mel,0.6,0.40540540540540543,0.48387096774193555,111
nv,0.898176291793313,0.8807749627421758,0.8893905191873589,671
vasc,0.8333333333333334,0.7142857142857143,0.7692307692307692,14
