class,precision,recall,f1,support
akiec,0.11004784688995216,0.696969696969697,0.19008264462809918,33
bcc,0.5333333333333333,0.47058823529411764,0.5,51
bkl,0.5932203389830508,0.3181818181818182,0.4142011834319527,110
df,0.0,0.0,0.0,12
mel,0.53125,0.15315315315315314,0.23776223776223773,111
nv,0.892018779342723,0.849478390461997,0.8702290076335879,671
vasc,0.5555555555555556,0.7142857142857143,0.6250000000000001,14
