class,precision,recall,f1,support
akiec,0.23076923076923078,0.6363636363636364,0.33870967741935487,33
bcc,0.6226415094339622,0.6470588235294118,0.6346153846153846,51
bkl,0.4842105263157895,0.41818181818181815,0.448780487804878,110
df,0.0,0.0,0.0,12
mel,0.6382978723404256,0.2702702702702703,0.379746835443038,111
nv,0.8622159090909091,0.9046199701937406,0.8829090909090909,671
vasc,0.8333333333333334,0.7142857142857143,0.7692307692307692,14
