arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
efficientnet_b0,1,cuda,5.505536079406738,5.370828914642334,5.649121499061584,33.12255859375
efficientnet_b0,2,cuda,5.223424196243286,5.120665717124939,5.410099148750305,35.8037109375
efficientnet_b0,4,cuda,5.436416149139404,5.3073873043060305,5.69502739906311,46.9052734375
efficientnet_b0,8,cuda,7.126015901565552,7.054336071014404,8.959385395050049,69.1083984375
