arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
efficientnet_b0,1,cpu,23.526550000497082,22.914050001691066,27.780665000864243,0.0
efficientnet_b0,2,cpu,35.25969999918743,34.646450000127516,37.10204000080921,0.0
efficientnet_b0,4,cpu,49.795500000072934,49.11194000060277,51.877084999341605,0.0
