arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
mobilenet_v2,1,cuda,11.103728294372559,6.621382379531861,14.129328298568725,23.3935546875
mobilenet_v2,2,cuda,11.284607887268066,7.361576008796692,14.9042142868042,28.9443359375
mobilenet_v2,4,cuda,11.481535911560059,5.068051218986511,16.233777618408205,40.0458984375
mobilenet_v2,8,cuda,10.809296131134033,7.623769688606262,14.051481676101682,62.2490234375
