arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
mobilenet_v2,1,cpu,20.246550091542304,18.176639988087118,30.2137449150905,0.0
mobilenet_v2,2,cpu,38.82689983583987,37.357779836747795,40.354105131700635,0.0
mobilenet_v2,4,cpu,52.45455005206168,50.712014897726476,54.485954937990755,0.0
