class,precision,recall,f1,support
CNV,0.9856135401974612,0.9348494983277592,0.9595605904565739,7475
DME,0.9349137931034482,0.9357204486626403,0.9353169469598965,2318
DRUSEN,0.8072837632776935,0.9073337123365549,0.854389721627409,1759
NORMAL,0.9606515373352855,0.9905642574070579,0.9753786119111771,5299
