class,precision,recall,f1,support
CNV,0.9799008810572687,0.9522408026755853,0.9658728543320443,7475
DME,0.9497797356828194,0.9301121656600517,0.9398430688753269,2318
DRUSEN,0.8432956381260097,0.8902785673678226,0.8661504424778761,1759
NORMAL,0.9613553113553114,0.9905642574070579,0.9757412398921832,5299
