class,precision,recall,f1,support
CNV,0.9809628914333012,0.951304347826087,0.9659060038033143,7475
DME,0.9343910806174958,0.9400345125107852,0.9372043010752689,2318
DRUSEN,0.8589601769911505,0.8828880045480386,0.8707597420801795,1759
NORMAL,0.961369461735628,0.9909416871107756,0.9759316048694359,5299
