class,precision,recall,f1,support
CNV,0.9750448090445333,0.9460869565217391,0.9603476371537207,7475
DME,0.9417732686369652,0.9210526315789473,0.9312977099236641,2318
DRUSEN,0.8363939899833055,0.8544627629334849,0.8453318335208099,1759
NORMAL,0.9503071919045898,0.9924514059256464,0.9709221822209915,5299
