class,precision,recall,f1,support
CNV,0.9774211099020674,0.9613377926421405,0.969312740271127,7475
DME,0.9514134275618374,0.9292493528904228,0.9402007856831078,2318
DRUSEN,0.8743633276740238,0.8783399658897101,0.8763471355643789,1759
NORMAL,0.9601316752011705,0.9907529722589168,0.9752020061298413,5299
