class,precision,recall,f1,support
CNV,0.9743843758845174,0.9210702341137124,0.9469775118630082,7475
DME,0.911993097497843,0.911993097497843,0.911993097497843,2318
DRUSEN,0.7725118483412322,0.8339965889710063,0.8020776380535812,1759
NORMAL,0.9410919540229885,0.9888658237403284,0.9643875954725316,5299
