class,precision,recall,f1,support
CNV,0.9822567230385362,0.9479598662207358,0.9648035945265164,7475
DME,0.9489885664028144,0.9309749784296808,0.9398954703832753,2318
DRUSEN,0.8329798515376459,0.893121091529278,0.862002743484225,1759
NORMAL,0.9589191163045463,0.9911304019626345,0.9747587230883445,5299
