arch,batch,device,lat_ms_p50,lat_ms_p05,lat_ms_p95,peak_cuda_mib
resnet50,1,cuda,11.928575992584229,7.703244972229004,13.351378965377807,150.17431640625
resnet50,2,cuda,11.592495918273926,9.594410848617553,13.820109033584595,150.6806640625
resnet50,4,cuda,11.149824142456055,9.454633569717407,13.060832262039185,155.9931640625
resnet50,8,cuda,16.70502471923828,16.42559881210327,17.173657512664796,159.0556640625
